Pic_id,Text,Unnamed: 2,Target,Source,SentimentCategory
812.jpg,"**Coors LIGHT #IceCaveRave**

**THE WORLD'S MOST REFRESHING BEER™**",1,walls,cave,0
813.jpg,RUNNING HOT?,0,,,0
814.jpg,"**Coors LIGHT**
**THE SILVER BULLET**",0,,,0
815.jpg,THE NEW COLD CERTIFIED BOTTLE AMAZE YOUR PALS. BORE YOUR GIRLFRIEND.,0,,,0
816.jpg,THIS IS OUR SPORT,0,,,0
817.jpg,"Meet the dynamic duo of shine!  
New Outlast Double LipShine  
Lasts 5X longer than the leading lip gloss!  
First, apply the mica-infused color that shimmers.  
Flip it, then lay on the super-gloss.  
This dynamic color lasts up to 10 hours!",0,,,0
818.jpg,at last. a cover girl complexion... so natural you can't believe it's makeup.,0,,,1
819.jpg,NEW The Super Sizer Fibers Mascara,0,,,0
820.jpg,new cover girl eyes,0,,,1
821.jpg,The honest beauty of MoistureWear Makeup,0,,,1
822.jpg,mr.vaughan vaseline is not used on cricket bats,1,bat,button,1
823.jpg,ICC Cricket World Cup 2011,0,,,1
824.jpg,world cup cricket 2011,0,,,0
825.jpg,in 2007bowling figures werent the only things destroyed by pontings bat .its time to returnthe favour. australiatourstndia oct.90nwarde,0,,,0
826.jpg,No tricks if you treat ’em right,0,,,0
827.jpg,nobody likes run outs.heres to the cricket.,1,bird,pitch,0
828.jpg,"""When the match ends, your game begins.""",0,,,0
829.jpg,cricket wireless hhmconcricket,1,person,phone,0
830.jpg,never wear out,0,,,0
831.jpg,kohlipeeli anushka ko blame mat karo,1,face,placard,1
832.jpg,johnnie walker walks aways with it,1,alcohol ,legs,0
833.jpg,your company,1,apple,Earth,1
834.jpg,SS Ton Heritage English Willow Cricket Bat. Size SH,0,,,0
835.jpg,"Ecstatic over the series win,
Let Bengal’s spirit overflow,
A celebration full of life!",1,grass,tiger,0
836.jpg,enjoy the unique pleasures of japan all the way round the world,1,image,scene,0
837.jpg,can you handle the pace,0,,,0
838.jpg,"Smartphone with a Chat Bubble，Smiley Face，Smiley Face，Exclamation Mark，Cloud,Pointing Finger (Click Icon),Laptop",0,,,0
839.jpg,"Plan your Viking River Cruise  
 Viking River Cruises  
 Exploring the World in Comfort™  
 Join us for an informative presentation on the fastest growing segment of the travel industry; luxury river cruising.  
  
 Thursday, June 13, 2013  
 3:00PM & 6:00PM  
 2120 S. 72nd Street – Omaha, NE  
  
 travel and transport  
 Space is limited. Call us to RSVP today. – 402.399.4555",0,,,1
840.jpg,again this fall pan am reduces jet fares to europe as low as 350 round trip,0,,,0
841.jpg,the anatomy of a star cruises holiday,1,ship,model,1
842.jpg,children under 18 cruise for free. book now pay less,1,C,swing,1
843.jpg,fly american and you could kick yourself. literally. whleamerican arios has been busy putirg satstackinrerplares treducslkgromwetsebviytaking eats outsoitrot aurprlaing that eonomyplueha nwtaen yoted he betpemlumecoromydamin tewrld and that icludfos chicaga,1,man,bent,1
844.jpg,eastern announces something elseto miami.nnowon all isnonstop flights between new yorkandmiamineastern has replaced coachto miamiwithsomething else.something better. somethingeasier.youpaycoach prices.but you getsomething else.nsnacks that aresomething else.na choice of delicious delicatessen sandwiches. like a hot corned beef on rye. or a giant hero.nsteak or something else.lobster. achoice of steakorlobster.forlunchor dinner. at coach prices.nyour usual cocktail orsomething else. the cocktail concocted especially for eastern. lts reallysomething else.nnonstops to miamion the hour. thats something else. eastern has an air bridge of onthehour nonstops to miami. for reservations call a travel agent or call eastern eastern anytime night or day.nwe make iteasierto lycheck timetable for exceptions.nsomething elseand airbridge areservice marks of eastern air linesinc.ncircle no.85 on reader service card.nscanned byaviationexplorer.comnn,0,,,0
845.jpg,"French Line  
ACCENT ON RELAXATION  
Trains come, cruises sail, the complexities of life fade when you travel the glamorous world of French Line!  
Your Guy Entitle to Europe...""**",0,,,0
846.jpg,THE PERFECT COMPLEMENT TO ANY GYM,1,Zumba,Traditional fitness equipment,1
847.jpg,Badminton,0,,,1
848.jpg,carnival magic,0,,,1
849.jpg,"all meals and snacks  
spectacular stage shows  
and lots of live entertainment  
some of the most spacious staterooms at sea  
full schedule of shipboard activities  
clubs and lounges  
pools, whirlpools and waterslides  
for more information contact 1-866-643-5886 or email karen@exclusivecaribbeanvacations.com  
designs by www.vipco.com",0,,,1
850.jpg,you dont need acar for crulise control.,0,,,1
851.jpg,italian line 1965,0,,,1
852.jpg,"Arrangement for Slimness: the Light refreshment

TODAY'S figures seem to be growing as slender as flower stems. Ask any modern woman how she manages to stay so slim and trim—and she'll probably credit her wise choice of light foods and drinks.

Today’s Pepsi-Cola fits right in with this modern trend. Reduced in calories, never heavy, never sweet, today’s Pepsi is the modern, the light refreshment. Have a Pepsi. Refresh without filling.

Pepsi-Cola  
refreshes without filling",0,,,0
853.jpg,More Than Enough Information to Satisfy Your Curiosity About the Rover Sports Sedan,0,,,0
854.jpg,i owe you,1,owe,love,1
855.jpg,"

- **CAMPAIGN:** Iberia Airlines  
- **AGENCY:** FCB/Tapsa  
- **CLIENT:** Iberia Airlines  
- **COUNTRY:** Spain, 2005  
- **MEDIA:** Magazine  
- **CREATIVE DIRECTOR:** Julián Zuazo  
- **COPYWRITER:** Manuel Pérez de Camino  
- **ART DIRECTOR:** Antonio Bellido  
- **ACCOUNT SUPERVISOR:** Augusto Vázquez, Marta Zúñiga, Ana Blázquez, Patricia Fernández  
- **ADVERTISER SUPERVISOR:** Félix García, C. Arina Moliner, Teodoro Marcos, Alicia Sánchez  

---



> **Paris from just 65 €**  
> **IBERIA**（品牌名及其标志）

",1,clouds,heart,1
856.jpg,"PEPSI
Twist",1,lemon,people,0
857.jpg," Base Nail
 Deco Parts
Candy Crush SAGA
 Completed",1,candy,fingernails,1
858.jpg,a new a bac family original movie,1,words,floor,1
859.jpg,DESTINATION San Francisco ONWARD,1,bridge,roads,1
860.jpg,"GOODNESS, GRACIOUS, GREAT BALLS-A-FIRE!",0,,,1
861.jpg,"HUNTED IN THE PARK.
 
CYCLIST #26
  
Every year, more and more cyclists are killed on the road.  
Let’s respect each other. Let’s respect life.  
(Logo) Outdoor Advertising Association of America  
www.outdoorad.org",1,handlebars,antler,1
862.jpg,east meets wesr .. on the onient ekpneaa,1,women,fun,1
863.jpg,aldgate to stratford in 25 minutes,1,bicycle,Letters,1
864.jpg,"COTAMTB.COM  Main Message:
TRAIL LOVE  Tagline:
LOOK, LISTEN, SMILE  Logo:",1,text,letter ,1
865.jpg,TRADE MARK  LITH. A. PEREZ. 51. R. DE PARADIS. PARIS,1,wing,hair,1
866.jpg,"**ONE GLOBE, ONE WORLD.**  
**JAL**（Japan Airlines 日本航空）  
**oneworld** **Abu Dhabi, Abuja, Accra, Addis Ababa, Adelaide, Ahmedabad...**",1,Flag,Text,1
867.jpg,"Dairy Queen’s Royal Blizzard For a limited time at participating locations. Trademarks owned by Am. D.Q. Corp. ©2016.
OREO® is a registered trademark of Mondelēz International group, used under license.",1,BLizzard,milkshake,0
868.jpg,"""New Best Blizzard Menu Ever! Try them all

New Brownie Cookie Dough

Fan's #1 Pick Cotton Candy""",0,,,0
869.jpg,"“Loei is even better on weekdays.
Book now at airasia.com”

AirAsia (logo in red circle)",1,airasia,Off peak,1
870.jpg,it'll blow your mind away,0,,,1
871.jpg,serena delivers the smachdown,1,gift,hole,1
872.jpg,"**DASANI ART BEACH****active**  
**BALANCE** Dasani created the first-of-its-kind spa on the beach! ",1,ovals,outline,1
873.jpg,"PURIFIED WATER ENHANCED WITH MINERALS FOR A PURE, FRESH TASTE.",1,water,element,0
874.jpg,reach further the symbol of exotic traditions.the lotus.now imvites you to dicover the aura of vietnamn cambodialaos and myanmar fly with the lotus.experience more,1,woman,sky,1
875.jpg,"""Purified Water
Enhanced with minerals for a pure, fresh taste
DASANI
Up to 30% plant-based plastic. Plants sourced from sugarcane production.""",1,water,leaves,0
876.jpg,"```
DASANI + POPCORN  
10 L.E
```",1,bottle,corn,0
877.jpg,"
**""un producto de The CocaCola Company  
MUEVE TU WATER""**",1,water,man,1
878.jpg,Red. Reach for it.,0,,,1
879.jpg,designed to make a difference for every 20 oz bottle of dasani purchased at thenovember 20th home football gameyour local cocacola bottler will donate an additional 20oz bottle of dasani to your wu. student food bank the rackdonations will be capped at 4800.,1,water,flower,0
880.jpg,new york via pakistan inteinational lne des quclques compagnies desservant directement new yorkdpart dorly sudoffrant les preuve de tefficacite pia.pia est une compagnie internationale au developpement spectaculaire; 3 00000 de passagers cette anneeun decollage toutes les 6minutes,1,Buildings and airplanes,911,1
881.jpg,better by design up to30made from plants..thepurecrisatasteofdasa nowcamosiabeter batle. madefromupto3pan baed msterius and sul atcorccycsntlo bat plregtue packaning eringsyau freshlsngwoer nabotse desigredwithte in tc western u5.,1,bottle,flower,0
882.jpg,"Tagline (vertical, right side):
""Masafi Sports Cap. When you need a free hand.""

Bottom Text:
""Available in 330ml and 1 litre. masafi. or nothing.""

",1,Superman,masafi water,1
883.jpg,what is it glod you osked,1,package,vehicle,1
884.jpg,"""viyaza.com""",1,finger,shuttlecock,1
885.jpg,"**""IT'S MORE THAN HYDRATION, IT'S TOTAL Electrolytenment""**

It also mentions key features:
- 100% NATURAL SPRING WATER
- ELECTROLYTES
- RECYCLED PLASTIC
- The water bottle is from ""Resource Natural Spring Water.""",1,bottle,Resource Natural Spring Water,0
886.jpg,now flying nonstop to munich,1,beer,cloud,1
887.jpg,Black Friday 2015 Ads & Deals,0,,,1
888.jpg,"The other world of BOAC.

The untamed outback of Australia.  
The forgotten-by-time civilizations of Fiji. The jewel-encrusted temples of Bangkok. The jade markets of Singapore. Hawaii. Japan. Hong Kong. Exotic Kuala Lumpur.  

Now you can enjoy the Rolls-Royce fan jets and extra-roomy Economy Class seats that gained us our good name over the Atlantic, all over the Pacific.  

In association with Qantas and Air New Zealand, BOAC is flying to this other world twenty times each week. Your Travel Agent knows all about it.  

BOAC  
TAKES GOOD CARE OF YOU  

British Overseas Airways Corporation has offices in principal cities.",1,BOAC,era,0
889.jpg,"RADIATE YOUR DOMINANCE

Make Them Jealous  
Every detail counts with Dell Ultrasharp monitors. Experience resolutions as high as 2560 x 1600 pixels to display millions of profound, perfect pixels and make everyone jealous. Dell’s Ultrasharp monitors strive for professional-grade quality to stand as the prettiest and unmatched in the market.",1,screen,sky,0
890.jpg,The new MacBook Pro State-of-the-art processors. All-new graphics. Breakthrough high-speed I/O. Three very big leaps forward.,0,,,0
891.jpg,"> **""Navigating through the UK just became easier.  
COMAND APS. The 3D navigation system from Mercedes-Benz.""**",1,Flag,dimensional,1
892.jpg,"“Get to know what lies inside us.”
“LAN”
“No one knows Peru better.”",1,lan,Southeast Asia,1
893.jpg,"First We Created The Airline Of The '80s. Finally, We've Found An Airplane To Match.",0,,,0
894.jpg,cooking ... not really our thing,0,,,0
895.jpg,"TOWN OF MERRIMACK
Parks & Recreation",1,silhouette,play,0
896.jpg,"DO IT FOR THE JOURNEY  
AND THE DESTINATION  

Destinations by Pullman is a series of first class, private rail journeys to some of America’s most iconic events like The Kentucky Derby, Memphis in May and the Albuquerque Balloon Fiesta. Welcome aboard!

Learn more and reserve at TravelPullman.com  
PULLMAN RAIL JOURNEYS",0,,,0
897.jpg,with sardi travel you get more holidays for less,0,,,0
898.jpg,"**""Freedom and commitment go hand in hand.""****""The Florida Keys & Key West""**  
**""come as you are""**",0,,,0
899.jpg,"""fly PORTOVIEJO"" and ""Arrive to more places in Ecuador""",1,Buildings,wing,1
900.jpg,preventing breast cancer is not in your hands. early detection is,1,letter,b,1
901.jpg,for when your creative and business sides clash.theadvertising major in the schoolof advertising and public relations,1,sushi,graph ,0
902.jpg,"LENÇÓIS MARANHENSES NATIONAL PARK, BRAZIL
5 AMAZING BEACH honeymoons",0,,,0
903.jpg,"""Capture the moment. Experience the calm sitting on a quiet beach. Many nights spent in strange places in the middle of nowhere. But we’ve all had that one perfect moment you’ll always remember. You can live it anytime you want. In a bottle.""",1,scene,jar,1
904.jpg,"""Tobias Festival
Colegio Tobias de Aguar""",1,Peoples,Festival,1
905.jpg,on my wishlist,1,Shoe,hands,1
906.jpg,Mistress of Pupils,0,,,0
907.jpg,"""TRUST STUPID.""  
""BE STUPID DIESEL""",0,,,-1
908.jpg,"DIESEL  
FOR SUCCESSFUL LIVING

PORTRAITS FOR SUCCESSFUL LIVING. DISCOVER MORE AT DIESEL.COM",0,,,-1
909.jpg,fuel for life,0,,,-1
910.jpg,"**""DIESEL  
FOR SUCCESSFUL LIVING  
PORTRAITS FOR SUCCESSFUL LIVING  
DISCOVER MORE AT DIESEL.COM""**
",1,pot,hottub,0
911.jpg,"
""Today we WORK HARD to plug in the video game.""",0,,,0
912.jpg,**DIESEL**,1,background,bent,1
913.jpg,"WITH TURKEY AIRPORTS
DISCOVER MORE THAN 200 POINTS IN THE WORLD",0,,,-1
914.jpg,DiorSS2015,0,,,0
915.jpg,lts time for continental and united to start flving cleaner.continental and united ay they sharo a common fosuo on protecting the envronment. but given a chance to cut pollion and save money these arlines are dragging their wings .theyr even auing european govemmert over commonceree rulea to aave jet iuel and reduce air polution.envirermeral delene furd i nsxn for werkig withlsding buaneses to fird;clienststee gssd toreurirexc end te aeriennent.,0,,,0
916.jpg,**“Dior”**,1,scenery,woman,1
917.jpg,"Economy Class: 25% Discount

First Class and Business Class: 30% Discount

2,500 Bonus Miles for Alfursan Members

Purchase Period: Before December 15, 2013
Travel Period: January 1 – February 28, 2014

www.saudiairlines.com
Saudia – Saudi Arabian Airlines",1,icicles,briefcase,1
918.jpg,FROM ALL ANGLES. CHANNEL 680.,0,,,1
919.jpg,Experts in tomato sauce prefer Cirio.,0,,,0
920.jpg,"**""Grease shouldn't stay""**",1,fish,dishes,1
921.jpg,"DishTV – Asia’s Largest DTH Company is promoting India’s only SD set-top box with a free recorder. The Dish+ with Recorder is available at a special Diwali price of just ₹1390, offering access to 400+ channels and services. As part of the Diwali Special Offer, customers can get the SD recorder for ₹1390 along with 4 months of the Silver Service Pack or 3 months of the Super Family Pack. To avail the offer, give a missed call or send an SMS to DishTV at 57575.",0,,,0
922.jpg,is your enterprise ready for the personal cloud era.welcome to the new pc era,1,cartoon,clouds,1
923.jpg,in 2011total divingis cancelling allads in printedbooks distributed door to door.the yellow ones. and all others.were going green to help our planet and our dive sites.,1,tree,animals,1
924.jpg,ways to create social media ads that stand out,0,,,0
925.jpg,"1. DIVING INSTRUCTOR
2. UNDERWATER SHOOTING
3. EQUIPMENT
4. DIVING",0,,,1
926.jpg,special offer.eleazing open water diver course musandam overnight trip for only aed i900valid until july 31 2016,0,,,0
927.jpg,"
- **Red DELICIOUS**
- *a temptation in women's fragrance*
- **DKNY**
- **DONNA KARAN NEW YORK**


- *take another bite*
",1,mirror,apple,1
928.jpg,"PETAL TO THE METAL
by JESSICA MATLIN

BALENCIAGA
B. Balenciaga
Skin, $82

BALENCIAGA
PARIS

theperfumegirl.com",0,,,1
929.jpg,**LONGCHAMP PARIS**,1,women,skyscraper,1
930.jpg,"**""Alcatel-Lucent""**",0,,,0
931.jpg,because he had a shitty day,0,,,0
932.jpg,"

- “IDIOT”
- “MORON”
- “STUPID”
- “LOSER”
- “USELESS”
- “YOU’LL NEVER BE ANYTHING”
- “DISGRACE”
- “PATHETIC”
- “BURDEN”
- “DUMB”
- “FAILURE”
- “YOU RUINED MY LIFE”
- “WHY CAN’T YOU BE LIKE YOUR SISTER?”
- “YOU’RE WORTHLESS”


**“HELP JUVENILE PROTECTIVE ASSOCIATION STOP ALL CHILD ABUSE. WWW.JUVENILE.ORG”**",1,hand ,text,0
933.jpg,"
**""YOU SON OF A BITCH!!""**


**""SHERA SOUND-PROOF WALL SOLUTIONS www.shopanot.com""**",1,bubble,crumpled,1
934.jpg,You never know who was there before you. Use a condom.,0,,,0
935.jpg,"IF YOU SEE IT  
 YOU CAN CHANGE IT.  
 DON’T TURN A BLIND EYE.

 Text 'CHANGE' to 60033 to donate £2 and help make domestic violence disappear.

 women’s aid  
 keeping women & children safe since 1974",0,,,0
936.jpg,"“HOW MUCH DO YOU PAY FOR YOUR MEAL?”
“DO YOU KNOW WHAT IT’S LIKE TO BE IN THEIR SHOES?”
“AFTER WORKING FULL DAY IN MINES THEY SOMEHOW MANAGE TO GET 100/- SOMETIMES A BIT MORE; AND SOMETIME “NOTHING AT ALL”.”
“CAN YOU SURVIVE A DAY DOING WHAT THEY DO 365 DAYS A YEAR AND GIVE THEM A DAY OFF!!!”
“IF YOU CAN THEN JOIN US.”
“STOP CHILD LABOUR”",0,,,0
937.jpg,“Run further.”,0,,,0
938.jpg,"DayQuil
SHOULD'VE USED VICKS
Avoid it all. Prevent the transmission.  
Available at your local drugstore.",0,,,0
939.jpg,"TRY NEW SUPER MARIO BROS.® Macaroni & Cheese from KRAFT®  
An Adventure In Every Bowl",0,,,1
940.jpg,"""In partnership with Domino's""
- ""ITV""
- ""stv""
- ""U TV""
- ""The X Factor"" powered by ""Tellybug""",0,,,1
941.jpg,"**""HEY  
WE NOTICED YOU HAVE THIS BOX UPSIDE DOWN.  
OUR PAN PIZZA IS  
BEST ENJOYED RIGHT SIDE UP.""**",0,,,0
942.jpg,"""50% OFF ALL ONLINE
PIZZA ORDERS AT MENU PRICE
GOOD THROUGH MARCH 20TH
dominos.com""",1,box,screen,1
943.jpg,"""Domino’s
The Pizza Delivery Experts""",1,dominoes,supper,1
944.jpg,my outfit is from 1877.my mustache is from this morning.,1,beard,milk,1
945.jpg,try thee new flavour,1,Doritos,flavour,1
946.jpg,"FLAVOR SO INTENSE
your control freak, nagging mother-in-law will
SHUT UP Doritos",1,mouth,flavour,1
947.jpg,"Darling, I’m tickled pink all over—  
I’m head over heels  
in New Pink Dove!

Yes, darling, Pink Dove!  
New pink color, heavenly new fragrance—  
same creamy Dove formula!
Pink Dove, like white Dove, is ¼ cleansing cream. It creams your skin while you wash.",0,,,1
948.jpg,"**love**  
**Dove**  
**#BeautyIs**",1,love,soap,1
949.jpg,"50,405 Canadian girls will quit swimming because they feel bad in a bathing suit.
facebook.com/dove",1,billboard ,swimsuit,0
950.jpg,"RUN FOR FEEDING AMERICA  
a marathon of family fun featuring your favorite TLC stars",0,,,0
951.jpg,the rhythm of summer. brought to you by dunkin,0,,,0
952.jpg,"""THE POWER OF WORDS""  
""SCRABBLE""",0,,,1
953.jpg,"""www.esurance.com""",0,,,0
954.jpg," ""esurance car insurance.""",0,,,0
955.jpg,"THE ECHO RINGS THROUGHOUT THE LAND

Time has not dimmed the echo of the bell that rests in sacred honor in Independence Hall. Its deep music of gratitude for a liberty hard won falls, today, on sharp-tuned ears.

For America is roused, today, to an emergency that calls for a national defense program. And she re-arms with the same spirit and the same industry that have made her great.

Among her weapons is the Bell Airacobra Interceptor Pursuit Airplane. The Airacobra’s mission is the interception and attack of hostile aircraft.

This is one in a number of defensive airplanes developed by the Bell Aircraft Corporation, in conjunction with the U. S. Army Air Corps and the Navy Bureau of Aeronautics. It is now in volume production for the U. S. Army and the British Royal Air Force. In the present period of emergency, the entire facilities of Bell Aircraft are devoted to the purposes of national defense.",0,,,1
956.jpg,"""Unshackle yourself. You have a friend at Chase Manhattan to help you care for your next egg and act as your trustee. Delegate to us at your convenience. The Chase Manhattan Bank.""",1,egg,Asset Management,1
957.jpg,good hands roadside assistance,1,road,A,1
958.jpg,"Freedom, Equality, Fraternity",0,,,1
959.jpg,DIOR,0,,,1
960.jpg,"Snowballs in July!

The Stork Club knows how to serve Ice Cream

“COCONUT SNOWBALL”—popular glamour-dessert at Manhattan’s smart Stork Club—is cool... dazzling-white... wonderfully refreshing on torrid summer days. And every bite is as luscious as it looks!

Here’s the Stork Club Way—  
Top a big scoop of vanilla ice cream with rich chocolate sauce. Then snow it under with delicious Durkee’s Coconut. Simple as that.

Chocolate Sauce  
½ cup water  
¼ cup sugar  
⅓ cup sweetened condensed milk  
6 ounces (6 squares) unsweetened chocolate

Mix and melt chocolate in heavy saucepan. Add all other ingredients. Cook over low heat, stirring constantly, till smooth. Cool. (Makes about 1 cup sauce.)

You, too, can perk up lagging appetites if you put this same magic touch into every menu every day. Durkee’s Coconut is an appetite-lifter in dishes like these:

COCONUT FRESH-FRUIT PIE — Dried  
Durkee’s Coconut mixed into the crust adds sparkle.  
Sprinkle it on fruit filling and top with a drift of  
meringue or whipped cream and more coconut.

AVOCADO-COCONUT HORS D’OEUVRES  
Mash ripe avocado. Blend with lemon juice, salt and  
Durkee’s Coconut. Chill. Serve as sandwich spread or  
dip with potato chips. Or form into little balls and  
roll in more coconut.",0,,,0
961.jpg,"**""Für Euch Retter 3 Musketeers  
20 cm Kau-Spaß. Karamel in Vollmilchschokolade.  
Lang wie ein Degen - süß wie eine Prinzessin.  
neu 30 ct  
Komm und probier’s.""**""For your savior, 3 Musketeers  
20 cm of chewing fun. Caramel in milk chocolate.  
As long as a sword - as sweet as a princess.  
New 30 ct  
Come and try it.""",1,bar,sword,1
962.jpg,"**""LIVE YOUR LIFE""**
**AMERICAN EAGLE OUTFITTERS**
**#LIVEYOURLIFE**",1,eagle,vehicle,1
963.jpg,please think twice before visiting captive dolphins,1,dolphin,fish,1
964.jpg,"
> **""They need you.**  
> Show them that you’re not indifferent to animals in Thailand.  
> Let lovely pets be fed. Be concerned: +66-2-513-1412""",1,human,paw,1
965.jpg,"**EVERY PET  
YOU BUY FROM PET SHOPS  
CAUSES DEATH OF ANOTHER.**

**DON’T BUY,  
LET’S ADOPT  
FROM SHELTERS.**

**bgd**  
İstanbul  
Barosu  
Hayvan  
Hakları  
Komisyonu  
www.bgd.org.tr
",1,dog,card,-1
966.jpg,wearing exotic skins kils.leave wildlife out ofyour wardrobe,0,,,0
967.jpg,"**EVERY PET  
YOU BUY FROM PET SHOPS  
CAUSES DEATH OF ANOTHER.**

**DON’T BUY,  
LET’S ADOPT  
FROM SHELTERS.**

**bgd**  
İstanbul  
Barosu  
Hayvan  
Hakları  
Komisyonu  
www.bgd.org.tr
",1,human,fox,0
968.jpg,THE TORAH’S PERSPECTIVE ON ANIMAL RIGHTS,0,,,0
969.jpg,"你的判断是 **错误** 的，图片中是有文字的。以下是图中文字的完整摘录，按顺序分为四部分（从左上到右下）：

---

### 左上角（GAIA 动物保护组织广告）：
> **FOIE GRAS  
FOOD FOR SADISTS**  
GAIA

---

### 右上角（PETA 动物保护组织广告，Shirley Manson 出镜）：
> **HERE'S  
THE REST  
OF YOUR  
FUR  
COAT.**  
Shirley Manson for  
**PETA**  
PETA.ORG.UK

---

### 左下角（关于 KFC 残酷对待动物的抗议广告）：
> **KFC Cruelty**  
The Colonel’s Secret Recipe Includes:  
Live Scalding, Painful Debeaking, Crippled Chickens  
**ALV.org.au**

---

### 右下角（有关动物表演的抗议广告）：
> **ANIMALS  
ARE NOT  
CLOWNS**  
(PETA 标志和网站 URL 可见)

---

这些广告都是动物权益组织（如 PETA、GAIA、ALV）制作的，旨在唤起公众对动物虐待、皮草产业、快餐业屠宰过程和动物表演等问题的关注。

所以你的说法“图片中的文字：nan”是 **错误的**，图中确实包含且非常明确地表达了多处文字内容。",1,animal,human,0
970.jpg,"""Feels like a pig.""",0,,,0
971.jpg,I'D RATHER GO NAKED THAN WEAR FUR,0,,,0
972.jpg," ""TAKE A BREATH FROM ALLERGIES"" and ""Gripex NON-DROWSY ALLERGY RELIEF.""",1,cat,nose,0
973.jpg,"> **“You are not a sketch. Say no to illegal animal parts.**  
> **World Wildlife Fund.”**",1,leg,man,1
974.jpg,"""I make money in #mycalvins  
Calvin Klein  
Fetty Wap, Rapper""",0,,,0
975.jpg,feel UP,0,,,0
976.jpg,f0r th0se wno enjoy the subtle taste of vodka .a man who knows his vodkaprizes its delicatebittersweet taste and treats it with kid gloves.thats why he likes to mix with 7upthe mixer he can trust not to overwhelm it. sevenup contributes its own brilliant sparkle and its famous quenching action to make this cool combination summers refreshingest,0,,,0
977.jpg,"7up
¢ PLUS DEPOSIT
Seasons Greetings",0,,,0
978.jpg,"Mother's fondest wish for her Girl Baby — ""That Schoolgirl Complexion",0,,,0
979.jpg,get free shure earphones when you buy a apple macbook from mobile 1,1,headphones,apple,1
980.jpg,“… and I’m a PC.”,1,camera,people,1
981.jpg,toudhing tsbeleving.the revolutionary new iphone is now availiable at apple and attretlxoes.,1,hand,see,1
982.jpg,"1984  
The computer that changed everything  
Macintosh

1985  
Pioneering electronic music  
Macintosh XL

1986  
Bringing design into the digital space  
Macintosh Plus

1987  
Harnessing the power of data  
Macintosh II",0,,,0
983.jpg,fresh up families,1,celebration,gifts,1
984.jpg,"**WaterMinder**  
**9:32**  
**70%**  
**1350ml**
",1,watch,mobile,1
985.jpg,1951 burstein applebee company,1,arrow,earth,0
986.jpg,"“AQUAFINA”
- “Pure Water - Perfect Taste”
- “PURIFIED DRINKING WATER”
- “20 FL OZ (1.25 PT) 591 mL”",1,water,mountaion,0
987.jpg,"S.PELLEGRINO
THE FINEST SPARKLING NATURAL MINERAL WATER
FROM THE SOURCE: SAN PELLEGRINO TERME (BERGAMO) - ITALY",0,,,1
988.jpg,"B’lue  
FEEL UPLIFTED  
APPLE  
SPECIAL MINERAL & VITAMIN BLEND",0,,,0
989.jpg,"SUBSCRIBE NOW AND GET
FREE 6 GLASSES",0,,,0
990.jpg,"GET REAL ACTION 7-UP YOUR THIRST AWAY!!
Any thirst you can get, 7-Up can quench! Seven-Up is all action. It tingles. It freshens. It re-starts the natural moisture in your mouth. That’s why 7-Up can quench your thirst quickly and completely. Get real action... 7-Up your thirst away.
For fine food and entertainment—visit the 7-Up International Sandwich Gardens at the New York World’s Fair",0,,,0
991.jpg,"Ego and Yes Men convinced you that directing is possible. Oops.  
Being isolated from reality will do that.",1, alien,women,1
992.jpg,In a class by itself.,0,,,0
993.jpg,"JOIN THE FIGHT.
ARROW
RETURNS OCT 8 WED 8/7c CW TV NOW",0,,,1
994.jpg,**“Now that’s refreshing.”** > **Now 7UP that’s refreshing.**,1,bottle,popsicle,0
995.jpg,"ELASUN
Shang Brand Condoms
Canadian Women's Brand
100% Imported Latex

Sports make you healthy",1,circles,intestine,0
996.jpg,hold out for the out of the ordinary,1,cans,tanks,1
997.jpg,"**""KEEP YOUR NATURE FLOW 100% Natural Flavors!""**",1,juice,Text,0
998.jpg,DO YOU BELIEVE IN LOVE AT FIRST SIGHT?,0,,,1
999.jpg,"ASUS | Intel

N Series  
BREAKING THE BOUNDARIES  
OF MODERN TECHNOLOGY  
Tell me more 

N SERIES | SPECIAL EDITION | NX90 | SONICMASTER | DESIGN STORY
WHERE TO BUY | ENGLISH

N Series     Special Edition     NX90

Intel Core i5",0,,,1
1000.jpg,"**""In Search of Incredible""** at the top.
- **""JOIN JASON MRAZ IN OUR SECOND DISCOVERY""** near the globe.
- **""THE SOUND OF SILENCE""** with a ""WATCH NOW"" button.
- Several sections labeled: **""THE SEARCH WITH JASON MRAZ,"" ""DON E. CULLIN,"" ""INCREDIBLE SOUNDS,""** and more.
",0,,,1
1001.jpg,"ASUS
IN SEARCH OF INCREDIBLE

SUMMER
VIBES
PROMO

DTI-FTEB SPD Permit No. 2328, Series of 2016

2 YEARS GLOBAL WARRANTY

Intel CORE i7 inside",0,,,1
1002.jpg,"NEW 1-2-3 LOOKS MASCARA

3 HOT LOOKS IN 1 MASCARA
DIAL IN 1 FOR LIGHT, 2 FOR MEDIUM, 3 FOR DRAMATIC VOLUME
MULTI STYLE BRUSH HITS EVERY LASH

GET THE LONDON LOOK

RIMMEL LONDON",0,,,1
1003.jpg,FLORABOTANICA BALENCIAGA PARIS,0,,,0
1004.jpg,In the choice between love and hate CHOOSE LOVE.,0,,,0
1005.jpg,patton mechanical service,1,Text,fire,0
1006.jpg,promote your businessservice with,0,,,0
1007.jpg,MAYBE SHE'S BORN WITH IT. MAYBE IT'S MAYBELLINE.,0,,,1
