Pic_id,Text,MetaphorOccurrence,Target,Source,SentimentCategory
1374.jpg," 白色+红色

opening  
正在营业  
火锅  

涮着火锅  
喝着酒 🍺  
小资生活  
有木有 🔥  ",1,文字,火,0
1375.jpg,佛护乐境人人新卖节能减排绿色未来节约能源和减少环境有害物排放节约能源降低德源消耗减少河菜物排放,0,,,1
1376.jpg,您已进入无烟医院为了您和家人的健康请勿吸烟县人民医院,0,,,0
1377.jpg,低碳生活绿色出行低碳环保 从出行做起,0,,,1
1378.jpg,迎亚运讲文明树新风比赛是挥酒的热爱观赛是场下的比赛文明观赛从你我做起浙江省文明办,0,,,0
1379.jpg,讲文明树新风包缆,1,未来,树苗,1
1380.jpg,中华人民共和国粮食部全国通用粮票伍市斤七十年泉城巨变新动能辉超明天,0,,,0
1381.jpg,带,0,,,0
1382.jpg,毒无可藏 制毒 污水可验,0,,,1
1383.jpg,"  
滴的不是水  
珍惜水资源",1,水滴,动物,1
1384.jpg,低碳的地球,1,风车,树叶,1
1385.jpg,节约水资源节约每滴水造福人类网滴清水一片绿地个地球水是生命之源请君节约用水节约水资源于库网,1,水,生命之源,1
1386.jpg,西站用心做设计只为超越未来作品设计作品设计请关注尚越网络只专注只为超越节约省电熄灯小时低碳我先行安全节约用电节约用电在足生产生活所必器的用电家计下旅少电能的消狂高用户的电能利用率和械少供电网络的电能损托节约用电从身边做起尚越网络,1,灯泡,地球,1
1387.jpg,"

**左侧文字（白色圆圈内）：**
低碳生活

**右上角文字：**
数字梦想乌托邦
与 ASADAL 一起开始您的互联网业务
可用 一直是提供最佳设计的流行模板。

**右侧白色文字：**
簡單生活 拒絕浪費
資源有限 皆共享有

**底部文字：**
愛護環境我們才可以享受環境",0,,,1
1388.jpg,举手之劳资源永续的源泉,1,地球,垃圾,1
1389.jpg,节约用水人人有责惜水爱水节水从我做起,1,水龙头,地球,1
1390.jpg,"**保护自然**  
**#文明健康 有你有我#**  
**人与自然 和谐相处 共建绿色家园**  ",0,,,1
1391.jpg,绿色出行低碳生活,1,车,茎,0
1392.jpg,踢不烂的鞋子,1,踢,鞋子,0
1393.jpg,拒绝酒驾安全出行柜纯酒鸡,0,,,1
1394.jpg,双碳行动节能减排联中和就星让二氟化碳排放量收支相抵碳达峰则指的是碳排放进入平台期后进入平稳下降阶段碳达峰与碳中和一起简称双碳,1,房子,植物,1
1395.jpg,火浪凉圳市火服设计有限公司品牌策划设计推广优质服务商天与口南热年年,1,狼,机械元件,0
1396.jpg,为我们的子孙后代节约每一滴水*,1,地球,水龙头,1
1397.jpg,"爱在无风时  
美的无风感空调  
无风感的舒适

国际“红点奖”产品设计大奖  
中国设计红星奖  
IF设计大奖  
多项国际设计大奖  
独创专利无风感科技，实力见证",1,吹风,人,0
1398.jpg,"低碳生活你我同行  
为了我们共同的家园和长久的美好未来 从现在做起 从我做起",0,,,1
1399.jpg,图司机,1,骷髅,死亡,-1
1400.jpg,唱响光盘 文明用餐请珍惜我们～,1,蔬菜,表情,1
1401.jpg,熊猫办公 TUPPT.COM,1,血,红酒,0
1402.jpg,拒绝酒驾,0,,,1
1403.jpg,国梦,0,,,0
1404.jpg,国家节水标志与世界水日全球水资源状况我国水资源状况水是生命之源请节约用电用水锦节药用水,0,,,1
1405.jpg,为了您和他人的健康请勿在公众场所吸烟兰州悟空广告装饰有限公司广告装饰标识标牌装修工程亮化工程街道文化企业文化校园文化文亲策划超藏灯箱庆典活动喷绘写直阁文印刷平面设计企业设计各坐发光字地址兰州市城关区南山路和平新村号元富大厦对面话禁止吸烟兰州悟空广告装饰有限公司广告装饰标识标牌装修工程亮化工程足街道文化企业文化校园文化文亲策划超薄灯箱庆典医动电写真制文印刷平面设计企业迎计各装发光字兰州市城关区南山路和平新村号元富大厦对面地址,1,爱心,烟灰,1
1406.jpg,珍惜生命拒绝烟草禁止吸烟燃烧的是香烟消耗的是生命,1,手,烟灰,0
1407.jpg,"文明西咸 你我共建
做文明有礼西咸人 建文明美丽幸福城  
西咸新区文明办",1,地图,图标,1
1408.jpg,千库网,0,,,0
1409.jpg,"每年有2万人死于酒后驾驶事故。
汽车有问题 10分钟免费解决  搜微信：汽车大师",1,酒瓶 ,人,0
1410.jpg,"居所定，则民心安。 
我们的最高目标：人人有房住，人人有家回。",1,文字,房子,0
1411.jpg,"节约用水  
惜水 爱水 节水  
从我做起",0,,,1
1412.jpg,"开发新能源，创建亲环境  
Develop the new energy  
create eco-environment",1,地球,城市,1
1413.jpg,"一张报纸的价值并不是只有供人们消费，它的背后同样隐藏着树的根系。
节约用纸就等于保护森林资源",0,,,1
1414.jpg,节能环保，我们一起行动,1,保护,手,0
1415.jpg,比喻拟人的好处,0,,,0
1416.jpg,"节能低碳  
保护环境，从低碳开始
低碳生活即是一种生活方式，同时更是一种可持续发展的战略选择。低碳生活要求人们在衣食住行等方面尽量减少能源消耗和二氧化碳排放。低碳生活是一种全新的生活理念和消费观，减少资源浪费，促进人与自然的和谐发展。低碳生活不仅是对环境的保护，也是对自身健康的负责。",1,地球,城市,1
1417.jpg,节能减排,1,节能,绿色,1
1418.jpg,依环品生活，绿色文明同行。,0,,,1
1419.jpg,"禁烟  
有时候相爱是一种无奈，有时候离开是另一种安排。为了爱你和你爱的人，请不要吸烟。
吸烟有害",0,,,0
1420.jpg,"某狗粮广告  
好吃到飞起",1,尾巴,翅膀,0
1421.jpg,"税收　民生  
税收 民生 发展  
中国设计之窗 www.333cn.com",1,温度计,发展,0
1422.jpg,"我们拒绝网络暴力  
你的轻轻一点可能就会对他人造成无法挽回的伤害",1,光标,箭头,1
1423.jpg,俭|掉|的|是|饭|菜，流|走|的|是|汗|水,1,餐盘,耕种,1
1424.jpg,"是礼？是钩！  
廉洁自爱，不做贪欲之人",1,鱼钩,文字,1
1425.jpg,绿水清保护碧水蓝天共建美好家园在经济发展的过程中浙江一些地方发生了对焊水青山造成玻坏的现款为此圣守焊水青山就是金山银山的理念必锁加强环境的治理与生态的修复工作量新恢复绿水青山特别是近年来浙江省大力推进五水共治三改一拆四边三化行动一环捷污热整浴行动等工作对琅坏了的环境进行深入广泛的整浴镇流了满江大地上的污垢亚新焕发生机与活力亚塑了焊水青山的美丽景织卷风叉绿江南华早春时节的浙江大地满昌绿水青山令人流连忘运年羊年春节仅梳州嘉兴湖州三带接特的中外游客鞋奶过了万人次旅游总收入达亿元游历在这诗画般的山水间仿信到了欧洲的咖个地方长期居住在境外的上海游客际女主不仅仅是胜示今日浙江的金名片面且成为浙江可持续发展的摇钱树,1,金山银山,绿水青山,1
1426.jpg,“拒绝酒驾 喝酒不开车 做中国好司机”。,0,,,1
1427.jpg,知乎@平面设计 cotoco.top,1,动物,叶子,0
1428.jpg,"中国红基会
传递文明
中华美德  
China
- 中宣部宣教局　中国文明网",0,,,1
1429.jpg,"众志成城  
战疫必胜
向奋战在抗击病毒第一线的白衣天使致敬 红动中国抗击新冠肺炎疫情的海报设计征集  
设计：田志刚",1,口罩,五角星,1
1430.jpg,"法恩莎卫浴  
节约一方水 关爱一方人  
ONE LOVE ONE PEOPLE TO SAVE WATER",1,土壤,地球,1
1431.jpg,"糧食計時 節約時刻  
所有的食物都是我們心中最完美的禮物  
All food is the most perfect gift in our hearts  
節約糧食",1,粮食,时钟,1
1432.jpg,“抱你暴力不如抱你报力”。,0,,,0
1433.jpg,"我们不仅保护大熊猫  
WWF  保护自然不只是为了大熊猫这样的明星物种  
欲了解详情, 请访问: www.wwfchina.org",1,大熊猫,环境,1
1434.jpg,反挥霍无度积少成多以勤俭节约为荣,1,储蓄罐,文字,1
1435.jpg,"科技点亮生活  南孚信守承诺  
Technology Lights Life, and Nanfu will keep its promise",1,电池,电,0
1436.jpg,每年3月22日,1,水,沙子,0
1437.jpg,"节约用电 
绿色生活 你我做起
用电量是用户可以使用的有效电量，以及用电量占总用电量的损失比例。特别是区分用电损耗和其他能源转换效率低，这增加了能源损耗，包括电网等。这些参数不适合固定负荷的生产，生产和消费水平差。电源损耗包括电源损耗和变压器供电电路的电源损耗。
创造文明城市 共建美好家园
编号：7755445 红动中国 (www.redocn.com) 相思赋予谁",1,叶子,灯泡,1
1438.jpg,绿色环保低碳生活,0,,,0
1439.jpg,"珍爱米粮  
如果你还不想这样，那么就请节约粮食吧！",1,碗筷,饥荒,1
1440.jpg,"家有金山银山，一日不过三餐
海到尽头天作岸，山登绝顶我为峰",0,,,0
1441.jpg,低碳生活 从我做起,1,铁丝,地球,1
1442.jpg,节能减排同呼吸共命运让我们一起呵护它,0,,,1
1443.jpg,和谐创业 泉心泉意。,0,,,0
1444.jpg,节约用水 饮食文化,1,水,粮食,1
1445.jpg,AMD锐龙处理器，快得像传棒！,1,接力跑,处理器运行速度,0
1446.jpg,"这是一起谋杀案  
This is a murder case.",1,美元,枪,0
1447.jpg,"拒绝酒驾  
拒/绝/酒/驾/公/益/宣/传/海/报  
珍爱生命",1,酒,车,1
1448.jpg,为了您和家人的幸福请勿酒后驾车,1,酒,海洋,1
1449.jpg,爆炸性味道。,1,手雷,辣酱,0
1450.jpg,提倡绿色生活  施行清洁生产,1,地球,水滴,1
1451.jpg,当头炮　跳马　跳马,0,,,0
1452.jpg,cocoo.top By Patrick Bras,0,,,0
1453.jpg,严禁酒驾,1,酒瓶,指针,0
1454.jpg,执着青益求专业，执着精益求精,0,,,0
1455.jpg,"低碳生活  环保开始

低碳生活从点滴做起，让我们携手共创绿色生活，让绿色与我们同行，让生态回归自然

时间：周三下午第四节课  
地点：操场  
主办方：团委会组织部",1,物品,树叶,1
1456.jpg,人生需谨慎，行车莫贪杯。,1,道路,血液,1
1457.jpg,绿色出行，低碳生活。,1,节能减排,绿色,1
1458.jpg,"大强美富通
BIG STRONG BEAUTY RICH PATHS STRAIGHT  
下一站  
现代化国际大都市  
MODERN INTERNATIONAL METROPOLIS  
上一站  
全国文明城市  
NATIONAL CIVILIZED CITY  
济南地铁 JINAN METRO",1,城市发展,高铁,1
1459.jpg,"节能减排 低碳生活 从我做起  
爱护环境 从我做起  
绿色出行 人人有责",1,动物,灯丝,1
1460.jpg,"【醉在酒中 毁在杯中】  
拒绝酒驾  
珍爱生命 请勿酒驾  
请系好安全带 请勿疲劳驾驶  
驾驶员请勿饮酒 乘车人员请勿劝酒  
生命只有一次 安全伴君一生",1,酒瓶,路口,1
1461.jpg,"干库网
节约用水 文明共享
节约用水
生命水源如钻石般珍贵",1,树木,饭,1
1462.jpg,分层素材下载  更多同类模板点击右侧头像,0,,,0
1463.jpg,"3 雄踞会展中心两大路口 强势宣传指引备受瞩目
会展中心一年四季各类大型主题展会不断，雄踞金田路、福华路两大路口，与繁忙的会展中心遥相呼应，这里就是众多参展商宣传预热产品信息、展位指引的绝佳窗口平台",0,,,0
1464.jpg,"TIQUAN  
途观  
TSI  
Gentleman",1,人脸,汽车,1
1465.jpg,喝酒不开车 开车不喝酒,1,方向盘,禁止符,1
1466.jpg,"09/24  
AUGUST 2018  
MID-AUTUMN FESTIVAL  

09/24  
月正圆 越浩室  
PARTYHOUSE  

0755-2868 6798  
深圳市龙岗区坂田天安云谷文体活动中心“舌尖美食广场”  
PHPARTYHOUSE",1,月饼,月亮,0
1467.jpg,分层文件全部文字可修改未栅格化附赠标题字体文件珍爱生命请勿酒驾警钵长鸣请勿酒驾,1,酒,火,1
1468.jpg,无需形容，唯有静待,1,皮鞋,树木,0
1469.jpg,节约用电从我做起,1,电,灯光,1
1470.jpg,2011 国际公益广告节 大奖 优秀作品,1,宠物狗,北极熊,0
1471.jpg,"孔子曰：“非礼勿视。”
网络谣言猛于虎
携手共创网络安全屏障
勿看谣",1,鬼怪,谣言,0
1472.jpg,庆祝中国共产党成立100周年,1,大海,征程,1
1473.jpg,"隔离 @ 相聚
戴起口罩 分别家人 隔离 只为 疫情消散 举杯相聚",1,口罩,杯子,-1
1474.jpg,禁止杀戮,1,建筑,北极熊,1
1475.jpg,"珍惜粮食  远离浪费

爱惜粮食从一粒米开始，
他们的艰辛你可曾知？

珍惜粮食  远离浪费

今天不剩饭，从我做起，
因为我是“光盘”！",0,,,1
1476.jpg,保护环境 从我做起,1,树叶,人,1
1477.jpg,"有多少生命可以重来？  
禁止吸烟",0,,,0
1478.jpg,远古时期以前的我只是一个动物，唯一想的是香燕。,1,阴影,动物,0
1479.jpg,"也许，戴着眼镜唯一的好处，是你可以假装什么都没看见。
Olgodo 视立美®  
——爱上读书学习的好眼镜——  
023-67503988",0,,,0
1480.jpg,微笑是我们的语言文明是我们的形象,0,,,1
1481.jpg,"“反对浪费 崇尚节约”公益广告  
适量点菜 减少浪费  
青岛市精神文明建设委员会办公室",1,文字,刀,1
1482.jpg,"熊出没？人出没？  
请保持城市清洁 
  
在地球上，很多动物面临没有家园，没有食物的间题。  
所以，请爱护环境，给我们朋友一个干净的家。

注 意 危 险  
有人出没",1,建筑,人,0
1483.jpg,"慈善无界  
主办时间：2019年12月1日",1,传递,鸽子,1
1484.jpg,聚扣网 www.juling.com,1,环保,绿色,1
1485.jpg,"我们的价值观  
富强 民主 文明 和谐  
自由 平等 公正 法治  
爱国 敬业 诚信 友善  

中国梦  
有德吉祥人 
有国才有家  
阿桂·央广网

中国网络电视台制",0,,,0
1486.jpg,"一滴清水  
一片绿地  
一个地球",1,沙漏,地球,0
1487.jpg,学习低碳生活。,1,烟雾,二氧化碳,1
1488.jpg,世界水日。,1,水滴,环境,1
1489.jpg,"环境与人类共存  开发与保护同步

森林是我们的河流之源，也与近 50% 的最大城市的用水息息相关。森林创造并维持着富土壤的肥力，它们也调节着风暴、洪水和火灾带来的灾难性影响。森林是陆地上生物多样性最为丰富的生态系统，它们是 50% 以上的陆生动物、植物和昆虫的家园。森林也为依赖于它们的人类提供遮蔽之处、就业、保障和文化关联。它们是地球的绿色之肺，是全世界 70 亿人的生存之本。森林包含着我们生活中众多的必要服务。然而，尽管森林为我们提供诸多无价的生态、经济、社会和健康价值，我们却在破坏着这片赖以生存和呼吸的森林。",1,环境,树,1
1490.jpg,"禁烟
拒绝烟草
珍爱生命
远离香烟

禁止吸烟
公益禁烟海报
拒绝烟草 珍爱生命 远离香烟

/ PSD / 300dpi / 类似主题请往下拉 /
www.nipic.com
By: 午夜卖烧烤  No:2018052206103029033",1,白骨,死亡,1
1491.jpg,美国小学的日常,0,,,0
1492.jpg,保护野生动物,1,瞄准镜,杀戮,1
1493.jpg,"邻里不是陌生人，守望相助一家亲
邻里相助 共创和谐",1,猫眼,冷漠,1
1494.jpg,"“保护野生动物 就是关爱人类自己”  
“保护动物”",1,鹿,山,0
1495.jpg,"摄 影 艺 术 展  
“摄影是用影像描绘自然的艺术，是一种能激发人对不同事物材料及对生活热爱的表达。”  
2017-8.15 个人摄影展  
设计资源网馆",1,文字,相机,0
1496.jpg,不要让动物只存在于照片中。,0,,,1
1497.jpg,"2017 狗粮的价值
保护野生动物 「保护自然」  
从你我他做起  
让地球变成绿色  
让动物与我们和谐相处  

更丰富的营养价值
让你的狗健康成长",1,野生动物,梅花鹿,1
1498.jpg,"浪费可耻 节约为荣  
今天你节约了吗",1,笑脸,饺子,1
1499.jpg,"裱KT板+银色小边条、装2mm雪弗板、装5mm雪弗板、防水艺术布、双层亚克力夹画、PS发泡边框、仿红木边框、前开式铝合金边框等  
可选装裱材质 ↓  
进店请先领券哦！  
标语王旗舰店 专业定制  
✔ 可定做其他规格，可装裱  
✔ 可免费加企业名称或 LOGO",0,,,0
1500.jpg,"监控进行中  
请保持微笑",0,,,0
1501.jpg,"节能减排 低碳生活  
爱我家园 共护地球  
避免垃圾浪费 减量分类 改善 再生 废料",1,树木,垃圾桶,1
1502.jpg,遵守交通法规 关爱生命安全,1,汽车,文字,1
1503.jpg,人人参与环境保护，个个争当绿色天使。,1,车,叶子,1
1504.jpg,酒店管理公司水是生命之源请节约用水勤俭节约是中华民族的传统美德号琴江渔人,1,酒器,标志,1
1505.jpg,"低碳生活 从我做起  
中宣部宣教局 中国文明网",1,树叶,骑车,1
1506.jpg,提高节能意识，共建环保家园,1,环境,树,1
1507.jpg,"节能减排  
减少废弃物  
增加资源的循环利用",1,标识,地球,1
1508.jpg,从日常生活做起,1,纸袋,塑料袋,1
1509.jpg,"国际反家庭暴力日  
反对家庭暴力月日  
为联合国确立的国际性活动日  
也被称作国际反家庭暴力日  
保护妇女儿童，促进家庭和谐  
远离家庭暴力",1,鲜血,家暴,1
1510.jpg,"南京特殊教育师范学院  
粒粒皆辛苦  
厉行节俭 反对浪费  
谁知盘中餐  
行光盘行动  
珍惜粮食 杜绝浪费  
FOOD NICE 2020  
粮食节约文化节",1,阴影,植物,1
1511.jpg,遵守交通规则，远离酒驾，健康出行。,0,,,1
1512.jpg,58同城,1,酒,道路,0
1513.jpg,拒绝使用一次性纸杯,1,杯子,禁止使用,1
1514.jpg,"中国龙腾  
中华圆梦  
中国网络电视台",1,圆梦,龙,1
1515.jpg,搜呱号心创惠农业理论创始人,0,,,0
1516.jpg,保护环境 从我做起。,1,人,绿叶,1
1517.jpg,"中国网络视听节目服务协会  
“和”是善行的力量",1,加法,帮助他人,1
1518.jpg,"水是生命之源  
珍爱生命，节约用水  
无需更换任何设备，直接帮你构建无水企厕  
节省99%用水量 减少50%的费用
无水企厕
分解尿液，释放清香，维护排水管道通畅  
针对男网所尿斗的节水运动，完全关闭冲水装置节水99%
请不要使用任何酸性药剂，以免破坏生物活性，降低效果  
给您不一样的节水新生活，治标且治本 
使用后不再需要昂贵及含有毒性的除臭化学品或空气清洁剂  
全世界仅中国，新加坡，澳大利亚，日本拥有此项专利技术  
保护我们珍贵的水资源，人人有责",1,水,地球,1
1519.jpg,"Samsonite Cosmolite 系列行李箱广告  
HEAVEN AND HELL  
天堂 与 地狱",1,道路,地狱,0
1520.jpg,"保护环境  
大力增强环保意识 提高全民环保素质  
—— Cherish the earth ——  
合理使用资源 保护环境 维护生态平衡  
Rational use of resources to maintain ecological balance  
保护环境 做一个文明的现代人  
环境保护一般是指人类为解决现实或潜在的环境问题，协调人类与环境的关系，保护人类的生存环境，保障经济社会的可持续发展而采取的各种行动的总称。其方法和手段有工程技术的、行政管理的，也有经济的、宣传教育的等。",0,,,1
1521.jpg,"保护校园环境  
校园环境你我他 环保就要靠大家  
开展环境教育，宣传环境信息；  
环境与人类共存，
开发与保护并举；

共建美好校园  
红花绿草满园栽 风送花香蝶时来  
开展环境教育，宣传环境信息；  
环境与人类共存，
开发与保护并举；",0,,,1
1522.jpg,"是生机？ 是干涸？
爱护水源 保护环境",1,叶子,土地,1
1523.jpg,拒绝猎杀 保护野生动物,1,保护,捧,1
1524.jpg,"烟草每年给法国社会带来470亿欧元的负担
CNCT",1,香烟,木头,0
1525.jpg,"让我们携手共建美好家园  
GREEN DESTINY  

绿色出行 低碳生活  
Green Travel  
Low carbon life  

为了我们的未来，  
发挥我们的力量  

低碳出行 健康你我  
DJSHFKLSDJFKHJSGKIDJSKDFKUTGLDKJFNBMCKD  
DJSHFKLSDJFKHJSGKIDJSKDFKUTG  
WE HAVE ONLY ONE EARTH",0,,,1
1526.jpg,世界上最优秀的球员是谁？ 罗纳尔多 梅西,1,烟头,投票,0
1527.jpg,"低碳生活 从我做起  
讲文明 树新风  
不庆祝的青春
快乐快乐每一天",1,节能减排,绿色,1
1528.jpg,低碳生活时尚 节约让生活美丽,0,,,1
1529.jpg,保护野生动物 我想说：我们需要被保护。我愿与你为伍，你可与我作伴。,1,动物,文字,1
1530.jpg,"有 水 才有家  
保护环境从 一点一滴 做起  
无 水 便无家",1,水,文字,1
1531.jpg,"全民慈善  
LOVE  
千库网  
做设计 不抠图  
9 / 5 四  
国际慈善日  
动员全世界人民、非政府组织和  
利益相关者通过志愿者和慈善活  
动帮助他人  
INTERNATIONAL CHARITY DAY  
2019",1,帮助,手,1
1532.jpg,"醉驾入刑  
NO Drunk-Driving  
珍爱生命 远离酒驾  
监狱",1,车,酒瓶,0
1533.jpg,"珍惜粮食

10/16 光盘行动 拒绝舌尖上的浪费  
谁知盘中餐，粒粒皆辛苦

节约粮食是我们每个公民应尽的义务，而不是说你的生活好了，  
你浪费得起就可以浪费。浪费是一种可耻的行为。  
只要存有节约的意识，其实做起来很简单：吃饭时，吃多少盛多少，不再剩饭菜；  
在餐馆用餐时点菜要适量，而不应摆阔气、乱点一通。  
请大家记住：节约粮食从我做起。

世界粮食日",0,,,1
1534.jpg,"寻物启事  
丢失了一卷卫生纸",0,,,0
1535.jpg,新能源,1,插头,环境,1
1536.jpg,文字金留可以修改更多精美作品请到本人图库观香下载,1,花,自行车,1
1537.jpg,科学限养不离不弃搬家恋爱分手结婚生子都不是遗弃伴侣动物的理由选择给家庭增加一名动物成员之前请做好功课以领养代替购买如果爱请负责到底,0,,,0
1538.jpg,"通风见光  
通风换气晒阳光……  

全民战疫  
坚决打赢疫情防控的人民战争、总体战、阻击战！",1,鲜血,文字,0
1539.jpg,节约用水,0,,,1
1540.jpg,"拒绝酒驾  
珍爱生命  
Cherish life  
DRINK & DRIVE",1,酒瓶,指针,1
1541.jpg,"富强 / 民主 / 文明 / 和谐 / 自由 / 平等 / 公正 / 法治 / 爱国 / 敬业 / 诚信 / 友善

保护自然环境 拥抱绿色生活  
绿 / 色 / 环 / 保

文明健康·有你有我 公益广告

中共海南省委宣传部 中共海南省委文明办 宣",1,保护,捧,1
1542.jpg,"“讲文明 树新风”公益广告

多一双公筷  
多一份安心  
多一点文明  

中共长沙市委宣传部  
长沙市文明办 宣  
星辰在线",1,文字,筷子,1
1543.jpg,低碳生活 从我做起,1,字母,指示牌,1
1544.jpg,挺瓜瓜,1,西瓜,地球,0
1545.jpg,"阻止塑料海洋
每年有100多万只动物死于塑料垃圾。
回收、再利用和减少。  
海洋守护",1,鲸鱼,塑料袋,0
1546.jpg,"促进循环利用
节约能源和资源",1,树叶,灯丝,1
1547.jpg,"是的，格拉斯哥
超级星期六
#activeYes
5月10日
帕克豪斯、阿什菲尔德和兰姆希尔
每月加入我们，帮助传播信息！",0,,,0
1548.jpg,拒绝,1,酒瓶,汽车,1
1549.jpg,"NEW’ Product  
The new shock listed  
海润摩尔 · 打造VTW明星脸  
魔V小脸喷雾·魔夜人参焕颜精华液  
新品震撼上市  
MORE HAIRUN 海润摩尔",1,精华液,水雾,0
1550.jpg,"BRAD PITT  
WWZ: GUERRA MUNDIAL  
NOS CINEMAS EM DIGITAL 3D & 2D  
BREVEMENTE  
WWZ.pt
知乎云南新华电脑学校",0,,,0
1551.jpg,"难道你想升棺么？

据统计，全球每年500万人死于与吸烟有关的疾病，如果不加控制，  
这一数字到2020年时将达到1000万；  
我国目前有吸烟者3.5亿人，  
每年约有100万人死于与吸烟相关疾病。

吸烟危害健康绝不是  
危言耸听，为了您和您家人的健康，远离香烟！",1,香烟,棺材,0
1552.jpg,"请勿吸烟  
为了您和家人的健康",1,骷髅头,烟雾,0
1553.jpg,"LOGO  
节 \ 约 \ 用 \ 水 \ 从 \ 我 \ 做 \ 起  
节 \ 约 \ 用 \ 水 \ 从 \ 我 \ 做 \ 起  
3/22  
世界水日  
保 / 护 / 水 / 资 / 源  改 / 善 / 水 / 环 / 境",1,沙漏,生态环境,1
1554.jpg,"五 / 谷 / 杂 / 粮 / 粒 / 粒 / 精 / 选  
健 • 康 • 有 • 道  
珍惜粮食  
「和你共享美好时光 注意粮食及农业生产问题」  
10.16 光 / 盘 / 行 / 动 节 / 约 / 粮 / 食",1,文字,麦穗,1
1555.jpg,逃途 归途 理性文明 拒绝酒驾,1,酒瓶,鲜血,0
1556.jpg,"保护森林  
保护空气  
保护肺 拥有健康身体",1,肺叶,森林,1
1557.jpg,"珍爱生命 请勿酒驾  
文明 交通 绿色 出行  
拒绝酒驾  
拒绝酒驾，平安出行  
2008年世界卫生组织的全球道路安全报告：  
全球每年有约120万人死于交通事故，其中25%～30%交通事故与酒后驾驶有关。  
酒精会导致人的判断力和操作能力下降，严重影响安全驾驶。",1,酒,鲜血,1
1558.jpg,节能低碳 生活人生 环保系列宣传海报,0,,,1
1559.jpg,"红动中国 WWW.REDOCN.COM  
红动原创非商业素材  
原创四开印刷用高精素材 | 独家发布 | 红动版权所有 盗版转载必究  
低碳生活  
MEET GREEN 低碳生活  
编号：1810258 红动中国（www.redocn.com） redocn_0016",1,书,地球,1
1560.jpg,低碳是一种生活态度,1,灯泡,树叶,0
1561.jpg,"世界环保日  
节能环保  
让生活多一份绿色空间  
爱护我们的地球 人人有责",1,树叶,地球,1
1562.jpg,"江西站  
用心做设计，只为超越未来  
印象藏宝图出品  

点击他的作品 查看更多作品  
只为超越不平凡  

红动中国·江西站  
www.redocn.com/jx  

编号：7143655 红动中国（www.redocn.com） 印象藏宝图",1,红绿灯,笑脸,1
1563.jpg,珍爱生命，拒绝酒驾！,0,,,1
1564.jpg,"梦想 绿色家园  
共同创建",1,地球,天空,1
1565.jpg,"低碳出行 从我做起  
爱护环境 人人有责",1,叶子,人,1
1566.jpg,低碳环保 绿色生活,1,绿色,环保,1
1567.jpg,"节能低碳  
保护环境从低碳做起
LOW CARBON LIFE, START FROM ME
节能减排 低碳生活 绿色出行 使用环保材料 循环利用资源",1,绿色,低碳,1
1568.jpg,"毫无栖身之地
LOW CARBON LIVING",1,森林,木筷,1
1569.jpg,"今日图片设计来源
所有的设计都有一个来源。这是一个象征性的形象，代表创造性思维和想象力作为流动的源泉。它代表了纯粹的思想和设计是如何和谐地结合在一起的。
来自百度：www.5tu.cn",1,水,地球,1
1570.jpg,拒绝网络暴力 请对TA好一点,1,文字,禁止令,1
1571.jpg,"研讨会
HTW 柏林 2012年7月13日+14日

服装技术/服装
地质和田间考古学
工业设计
 - 通信设计
 - 保护和修复/挖掘技术
 - 时装设计
博物馆客户
博物馆管理与沟通
游戏设计

时装秀
设计 部门
校园 Wilhelminenhofstr.75A
12459 柏林
周五下午1点至8点
周六上午11点至下午6点
www.werkschau-htw.de",0,,,0
1572.jpg,"讲文明 树新风  
低碳生活 文明出行",0,,,1
1573.jpg,沟通，拉近你我的距离。,1,活动,线,0
1574.jpg,"低碳生活  
绿色生活  
享受低碳",1,心形图案,低碳生活,1
1575.jpg,不要这样对待孩子,1,铅笔,囚笼,0
1576.jpg,一粥一饭，当思来之不易；半丝半缕，恒念物力维艰。,0,,,1
1577.jpg,"伊丽莎白·阿登
绿茶
气味喷雾
香水
蒸发器",1,绿叶,护手霜,0
1578.jpg,"MULAN  
A JINGLE MA FILM  
赵薇 陈坤 胡军 邓超  
知乎用户",1,士兵,头盔,0
1579.jpg,"传递孝心·弘扬美德  
孝老敬老需要你我共同传承  
闽北日报",1,气泡,孝心,1
1580.jpg,停止家暴 No More Domestic Violence,1,口红,女人,1
1581.jpg,"保护海洋  
保护海洋人人有责 从你我做起 还海洋一片净土   

your company logo  
your company name  

保 / 护 / 海 / 洋 / 专 / 题  

TEL：12345678910  ADD：某某市某某区某某路某某大厦某某楼层  WEB：www.baohuhaiyang.com",0,,,1
